
:Description: 
:Desc_PDOS: Projected density of states for each orbital. Unit=states/eV
:Desc_FERMI_LEVEL: Fermi level energy. Unit=eV
:Desc_BROADENING: Gaussian broadening parameter for DOS calculation. Unit=eV
:Desc_GRID_POINTS: Number of energy grid points for PDOS calculation
:Desc_MIN_E: Minimum energy for PDOS calculation. Unit=eV
:Desc_MAX_E: Maximum energy for PDOS calculation. Unit=eV
:Desc_BAND_NUM: Number of bands included in the calculation
:Desc_KPT_NUM: Number of k-points used in the calculation
:Desc_ATOM_TYPE_NUM: Number of atom types in the system
:Desc_TOT_ORBITALS: Total number of atomic orbitals
:Desc_PROJ_ORBITALS: Total number of projected orbitals
:Desc_VOLUME: Lattice unit cell volume. Unit=Bohr^3
:Desc_CALCULATION_TIME: Total calculation time. Unit=seconds
:Desc_M_INDEX_SUMMED_OVER: Whether the m index is summed over 
:Desc_ORTHOGONALIZE_ATOMIC_ORBITALS: Whether the atomic orbitals are orthogonalized
:Desc_ATOM_INDEX_FOR_PDOS: The index of the atom for which the PDOS is calculated
:Desc_PDOS_INFO: The information of the PDOS
    :Desc_ATOM_TYPE: The type of the atom
    :Desc_ATOMIC_NUMBER: The atomic number of the atom
    :Desc_ATOM_INDEX: The index of the atom
    :Desc_ATOM_POSITION_CARTESIAN: The position of the atom in Cartesian coordinates
    :Desc_ATOM_POSITION_FRACTIONAL: The fractional position of the atom
    :Desc_PDOS_UNIT: The unit of the PDOS value
    :Desc_HEADER_FORMAT: The format of the header


:BASIC_INFO:
:FERMI_LEVEL: 4.562
:BROADENING: 0.272
:GRID_POINTS: 1000
:MIN_E: -8.355
:MAX_E: 16.728
:BAND_NUM: 12
:KPT_NUM: 4
:ATOM_TYPE_NUM: 1
:TOT_ORBITALS: 8
:PROJ_ORBITALS: 8
:VOLUME: 298.311
:CALCULATION_TIME: 0.540
:M_INDEX_SUMMED_OVER: False
:ORTHOGONALIZE_ATOMIC_ORBITALS: False
:ATOM_INDEX_FOR_PDOS: All



:PDOS_INFO:
    :ATOM_TYPE: Si
    :ATOMIC_NUMBER: 14
    :ATOM_INDEX: 0
    :ATOM_POSITION_CARTESIAN: [0. 0. 0.]
    :ATOM_POSITION_FRACTIONAL: [0. 0. 0.]
    :PDOS_UNIT: states/eV
    :HEADER_FORMAT: (nl,m)
	Energy(eV)   	(3s, m=0)    	(3p, m=-1)   	(3p, m=0)    	(3p, m=1)   
	4.7011723055 	0.0050236344 	0.0113343577 	0.0113343586 	0.0113343714
	4.7262810860 	0.0068508221 	0.0154121836 	0.0154121847 	0.0154122011
	4.7513898665 	0.0091856001 	0.0206046416 	0.0206046429 	0.0206046635
	4.7764986470 	0.0121091211 	0.0270831904 	0.0270831919 	0.0270832171
	4.8016074275 	0.0156948814 	0.0350000511 	0.0350000527 	0.0350000830
	4.8267162080 	0.0200006378 	0.0444704846 	0.0444704863 	0.0444705219
	4.8518249886 	0.0250593675 	0.0555532666 	0.0555532682 	0.0555533093
	4.8769337691 	0.0308700172 	0.0682310605 	0.0682310619 	0.0682311080
	4.9020425496 	0.0373890297 	0.0823928726 	0.0823928736 	0.0823929241
	4.9271513301 	0.0445237893 	0.0978210659 	0.0978210664 	0.0978211202
	4.9522601106 	0.0521291547 	0.1141853999 	0.1141853996 	0.1141854554
	4.9773688911 	0.0600081056 	0.1310461959 	0.1310461944 	0.1310462505
	5.0024776716 	0.0679172115 	0.1478679748 	0.1478679720 	0.1478680265
	5.0275864522 	0.0755771469 	0.1640438318 	0.1640438274 	0.1640438781
	5.0526952327 	0.0826878822 	0.1789295065 	0.1789295003 	0.1789295451
	5.0778040132 	0.0889475485 	0.1918847688 	0.1918847607 	0.1918847977
	5.1029127937 	0.0940733990 	0.2023185578 	0.2023185478 	0.2023185752
	5.1280215742 	0.0978228753 	0.2097335032 	0.2097334912 	0.2097335077
	5.1531303547 	0.1000126045 	0.2137651802 	0.2137651664 	0.2137651713
	5.1782391353 	0.1005332584 	0.2142117900 	0.2142117747 	0.2142117678
	5.2033479158 	0.0993586007 	0.2110509007 	0.2110508840 	0.2110508658
	5.2284566963 	0.0965476778 	0.2044413137 	0.2044412962 	0.2044412675
	5.2535654768 	0.0922398996 	0.1947098423 	0.1947098242 	0.1947097866
	5.2786742573 	0.0866435812 	0.1823245319 	0.1823245137 	0.1823244689
	5.3037830378 	0.0800192551 	0.1678573784 	0.1678573605 	0.1678573106
	5.3288918183 	0.0726596162 	0.1519406758 	0.1519406586 	0.1519406058
	5.3540005989 	0.0648682411 	0.1352216151 	0.1352215989 	0.1352215451
	5.3791093794 	0.0569392193 	0.1183196249 	0.1183196100 	0.1183195571
	5.4042181599 	0.0491395516 	0.1017902542 	0.1017902407 	0.1017901902
	5.4293269404 	0.0416956826 	0.0860982862 	0.0860982742 	0.0860982274
	5.4544357209 	0.0347849293 	0.0716014548 	0.0716014444 	0.0716014022
	5.4795445014 	0.0285319342 	0.0585448035 	0.0585447947 	0.0585447574
	5.5046532820 	0.0230097162 	0.0470645765 	0.0470645690 	0.0470645370
	5.5297620625 	0.0182444667 	0.0371996948 	0.0371996887 	0.0371996617
	5.5548708430 	0.0142229879 	0.0289084054 	0.0289084005 	0.0289083782
	5.5799796235 	0.0109015979 	0.0220876010 	0.0220875972 	0.0220875792
	5.6050884040 	0.0082154057 	0.0165925342 	0.0165925312 	0.0165925170
	5.6301971845 	0.0060870559 	0.0122550971 	0.0122550949 	0.0122550839
	5.6553059650 	0.0044342978 	0.0088994006 	0.0088993989 	0.0088993905
	5.6804147456 	0.0031760080 	0.0063539648 	0.0063539636 	0.0063539574
	5.7055235261 	0.0022365435 	0.0044603506 	0.0044603497 	0.0044603452
	5.7306323066 	0.0015485028 	0.0030784593 	0.0030784586 	0.0030784554
	5.7557410871 	0.0010541087 	0.0020889986 	0.0020889981 	0.0020889958
	5.7808498676 	0.0007055006 	0.0013937449 	0.0013937446 	0.0013937430
	5.8059586481 	0.0004642456 	0.0009142585 	0.0009142583 	0.0009142573
	5.8310674286 	0.0003003562 	0.0005896521 	0.0005896519 	0.0005896512
	5.8561762092 	0.0001910572 	0.0003739083 	0.0003739083 	0.0003739078
	5.8812849897 	0.0001194891 	0.0002331213 	0.0002331212 	0.0002331209
	5.9063937702 	0.0000734735 	0.0001429100 	0.0001429100 	0.0001429098
	5.9315025507 	0.0000444192 	0.0000861519 	0.0000861519 	0.0000861517
	5.9566113312 	0.0000264027 	0.0000510956 	0.0000510956 	0.0000510955
	5.9817201117 	0.0000154299 	0.0000298599 	0.0000298599 	0.0000298598
	6.0068288923 	0.0000088657 	0.0000172841 	0.0000172841 	0.0000172840
	6.0319376728 	0.0000050085 	0.0000100820 	0.0000100820 	0.0000100820
	6.0570464533 	0.0000027818 	0.0000062433 	0.0000062433 	0.0000062433
	6.0821552338 	0.0000015191 	0.0000046328 	0.0000046328 	0.0000046328
	6.1072640143 	0.0000008156 	0.0000047449 	0.0000047449 	0.0000047449
	6.1323727948 	0.0000004306 	0.0000065854 	0.0000065854 	0.0000065854
	6.1574815753 	0.0000002235 	0.0000106616 	0.0000106616 	0.0000106616
	6.1825903559 	0.0000001140 	0.0000180782 	0.0000180782 	0.0000180782
	6.2076991364 	0.0000000572 	0.0000307442 	0.0000307442 	0.0000307442
	6.2328079169 	0.0000000282 	0.0000517089 	0.0000517089 	0.0000517089
	6.2579166974 	0.0000000137 	0.0000856510 	0.0000856510 	0.0000856511
	6.2830254779 	0.0000000065 	0.0001395490 	0.0001395490 	0.0001395491
	6.3081342584 	0.0000000031 	0.0002235581 	0.0002235581 	0.0002235583
	6.3332430390 	0.0000000014 	0.0003521094 	0.0003521094 	0.0003521096
	6.3583518195 	0.0000000006 	0.0005452238 	0.0005452240 	0.0005452243
	6.3834606000 	0.0000000003 	0.0008300004 	0.0008300006 	0.0008300010
	6.4085693805 	0.0000000001 	0.0012421864 	0.0012421867 	0.0012421873
	6.4336781610 	0.0000000001 	0.0018276792 	0.0018276796 	0.0018276805
	6.4587869415 	0.0000000000 	0.0026437342 	0.0026437346 	0.0026437358
	6.4838957220 	0.0000000000 	0.0037595873 	0.0037595879 	0.0037595895
	6.5090045026 	0.0000000000 	0.0052561425 	0.0052561433 	0.0052561454
	6.5341132831 	0.0000000000 	0.0072243480 	0.0072243490 	0.0072243517
	6.5592220636 	0.0000000000 	0.0097619090 	0.0097619102 	0.0097619137
	6.5843308441 	0.0000000000 	0.0129680722 	0.0129680736 	0.0129680780
	6.6094396246 	0.0000000000 	0.0169363824 	0.0169363841 	0.0169363894
	6.6345484051 	0.0000000000 	0.0217455529 	0.0217455547 	0.0217455610
	6.6596571857 	0.0000000000 	0.0274488924 	0.0274488943 	0.0274489017
	6.6847659662 	0.0000000000 	0.0340630682 	0.0340630701 	0.0340630784
	6.7098747467 	0.0000000000 	0.0415572950 	0.0415572968 	0.0415573060
	6.7349835272 	0.0000000000 	0.0498442824 	0.0498442838 	0.0498442938
	6.7600923077 	0.0000000001 	0.0587743714 	0.0587743723 	0.0587743827
	6.7852010882 	0.0000000002 	0.0681342073 	0.0681342074 	0.0681342179
	6.8103098687 	0.0000000005 	0.0776509892 	0.0776509882 	0.0776509984
	6.8354186493 	0.0000000010 	0.0870028239 	0.0870028216 	0.0870028310
	6.8605274298 	0.0000000021 	0.0958350293 	0.0958350255 	0.0958350337
	6.8856362103 	0.0000000044 	0.1037814637 	0.1037814581 	0.1037814646
	6.9107449908 	0.0000000091 	0.1104892166 	0.1104892092 	0.1104892136
	6.9358537713 	0.0000000184 	0.1156444009 	0.1156443916 	0.1156443935
	6.9609625518 	0.0000000364 	0.1189964433 	0.1189964321 	0.1189964314
	6.9860713324 	0.0000000711 	0.1203782668 	0.1203782538 	0.1203782503
	7.0111801129 	0.0000001365 	0.1197201023 	0.1197200878 	0.1197200815
	7.0362888934 	0.0000002575 	0.1170553475 	0.1170553317 	0.1170553229
	7.0613976739 	0.0000004776 	0.1125177912 	0.1125177745 	0.1125177634
	7.0865064544 	0.0000008707 	0.1063305364 	0.1063305191 	0.1063305063
	7.1116152349 	0.0000015608 	0.0987879140 	0.0987878966 	0.0987878824
	7.1367240154 	0.0000027505 	0.0902324503 	0.0902324332 	0.0902324182
	7.1618327960 	0.0000047651 	0.0810294264 	0.0810294099 	0.0810293945
	7.1869415765 	0.0000081161 	0.0715416896 	0.0715416740 	0.0715416588
	7.2120503570 	0.0000135903 	0.0621071518 	0.0621071374 	0.0621071228
	7.2371591375 	0.0000223724 	0.0530208929 	0.0530208799 	0.0530208662
	7.2622679180 	0.0000362078 	0.0445230852 	0.0445230737 	0.0445230612
	7.2873766985 	0.0000576096 	0.0367931778 	0.0367931679 	0.0367931566
	7.3124854790 	0.0000901140 	0.0299500458 	0.0299500372 	0.0299500274
	7.3375942596 	0.0001385781 	0.0240572123 	0.0240572052 	0.0240571967
	7.3627030401 	0.0002095084 	0.0191318465 	0.0191318406 	0.0191318334
	7.3878118206 	0.0003113958 	0.0151560420 	0.0151560372 	0.0151560311
	7.4129206011 	0.0004550180 	0.0120888852 	0.0120888813 	0.0120888762
	7.4380293816 	0.0006536557 	0.0098779722 	0.0098779690 	0.0098779647
	7.4631381621 	0.0009231539 	0.0084692920 	0.0084692895 	0.0084692858
	7.4882469427 	0.0012817511 	0.0078146962 	0.0078146941 	0.0078146908
	7.5133557232 	0.0017495964 	0.0078764893 	0.0078764874 	0.0078764843
	7.5384645037 	0.0023478839 	0.0086289685 	0.0086289668 	0.0086289638
	7.5635732842 	0.0030975614 	0.0100570047 	0.0100570031 	0.0100570000
	7.5886820647 	0.0040176102 	0.0121519862 	0.0121519845 	0.0121519814
	7.6137908452 	0.0051229514 	0.0149056546 	0.0149056530 	0.0149056498
	7.6388996257 	0.0064221027 	0.0183025402 	0.0183025384 	0.0183025352
	7.6640084063 	0.0079147796 	0.0223118532 	0.0223118513 	0.0223118482
	7.6891171868 	0.0095896990 	0.0268797975 	0.0268797954 	0.0268797926
	7.7142259673 	0.0114228822 	0.0319233120 	0.0319233098 	0.0319233075
	7.7393347478 	0.0133767616 	0.0373261984 	0.0373261962 	0.0373261947
	7.7644435283 	0.0154003591 	0.0429384367 	0.0429384346 	0.0429384343
	7.7895523088 	0.0174307184 	0.0485792160 	0.0485792140 	0.0485792152
	7.8146610894 	0.0193956486 	0.0540438289 	0.0540438271 	0.0540438302
	7.8397698699 	0.0212176814 	0.0591141294 	0.0591141280 	0.0591141332
	7.8648786504 	0.0228189766 	0.0635717878 	0.0635717868 	0.0635717944
	7.8899874309 	0.0241267638 	0.0672131584 	0.0672131579 	0.0672131681
	7.9150962114 	0.0250787995 	0.0698642817 	0.0698642817 	0.0698642945
	7.9402049919 	0.0256282740 	0.0713944176 	0.0713944182 	0.0713944336
	7.9653137724 	0.0257476297 	0.0717265973 	0.0717265985 	0.0717266162
	7.9904225530 	0.0254308624 	0.0708439737 	0.0708439755 	0.0708439952
	8.0155313335 	0.0246940378 	0.0687912264 	0.0687912287 	0.0687912500
	8.0406401140 	0.0235739691 	0.0656708524 	0.0656708551 	0.0656708776
	8.0657488945 	0.0221252141 	0.0616347821 	0.0616347852 	0.0616348082
	8.0908576750 	0.0204157433 	0.0568722992 	0.0568723025 	0.0568723255
	8.1159664555 	0.0185217773 	0.0515956395 	0.0515956429 	0.0515956654
	8.1410752361 	0.0165223576 	0.0460248487 	0.0460248521 	0.0460248736
	8.1661840166 	0.0144942170 	0.0403734663 	0.0403734696 	0.0403734898
	8.1912927971 	0.0125074382 	0.0348363952 	0.0348363984 	0.0348364169
	8.2164015776 	0.0106222584 	0.0295809558 	0.0295809587 	0.0295809753
	8.2415103581 	0.0088872192 	0.0247416721 	0.0247416747 	0.0247416893
	8.2666191386 	0.0073386904 	0.0204188723 	0.0204188745 	0.0204188871
	8.2917279191 	0.0060016433 	0.0166807596 	0.0166807615 	0.0166807721
	8.3168366997 	0.0048914315 	0.0135682785 	0.0135682801 	0.0135682888
	8.3419454802 	0.0040162539 	0.0111018820 	0.0111018833 	0.0111018903
	8.3670542607 	0.0033799407 	0.0092892078 	0.0092892088 	0.0092892143
	8.3921630412 	0.0029847016 	0.0081326775 	0.0081326782 	0.0081326822
	8.4172718217 	0.0028335076 	0.0076361240 	0.0076361244 	0.0076361272
	8.4423806022 	0.0029318274 	0.0078097014 	0.0078097015 	0.0078097032
	8.4674893828 	0.0032885094 	0.0086725182 	0.0086725182 	0.0086725188
	8.4925981633 	0.0039156727 	0.0102526506 	0.0102526503 	0.0102526499
	8.5177069438 	0.0048275583 	0.0125844234 	0.0125844228 	0.0125844215
	8.5428157243 	0.0060383842 	0.0157031030 	0.0157031021 	0.0157030997
	8.5679245048 	0.0075593502 	0.0196374116 	0.0196374104 	0.0196374069
	8.5930332853 	0.0093950400 	0.0244005506 	0.0244005491 	0.0244005444
	8.6181420658 	0.0115395722 	0.0299806796 	0.0299806778 	0.0299806717
	8.6432508464 	0.0139729328 	0.0363320107 	0.0363320086 	0.0363320010
	8.6683596269 	0.0166579741 	0.0433678021 	0.0433677996 	0.0433677904
	8.6934684074 	0.0195385680 	0.0509565245 	0.0509565217 	0.0509565106
	8.7185771879 	0.0225393433 	0.0589222952 	0.0589222920 	0.0589222791
	8.7436859684 	0.0255673108 	0.0670503129 	0.0670503094 	0.0670502946
	8.7687947489 	0.0285154917 	0.0750974916 	0.0750974877 	0.0750974711
	8.7939035294 	0.0312684354 	0.0828078341 	0.0828078299 	0.0828078116
	8.8190123100 	0.0337092591 	0.0899313832 	0.0899313788 	0.0899313589
	8.8441210905 	0.0357276192 	0.0962449420 	0.0962449373 	0.0962449162
	8.8692298710 	0.0372278469 	0.1015722784 	0.1015722734 	0.1015722514
	8.8943386515 	0.0381364033 	0.1058013171 	0.1058013118 	0.1058012894
	8.9194474320 	0.0384078373 	0.1088959462 	0.1088959405 	0.1088959183
	8.9445562125 	0.0380285697 	0.1109005397 	0.1109005336 	0.1109005120
	8.9696649931 	0.0370180692 	0.1119360898 	0.1119360832 	0.1119360629
	8.9947737736 	0.0354272880 	0.1121878580 	0.1121878509 	0.1121878324
	9.0198825541 	0.0333345486 	0.1118855583 	0.1118855505 	0.1118855345
	9.0449913346 	0.0308393689 	0.1112781197 	0.1112781111 	0.1112780981
	9.0701001151 	0.0280549349 	0.1106058818 	0.1106058723 	0.1106058628
	9.0952088956 	0.0251000529 	0.1100735305 	0.1100735201 	0.1100735143
	9.1203176761 	0.0220914174 	0.1098270917 	0.1098270803 	0.1098270787
	9.1454264567 	0.0191369259 	0.1099378671 	0.1099378547 	0.1099378575
	9.1705352372 	0.0163305822 	0.1103953528 	0.1103953394 	0.1103953467
	9.1956440177 	0.0137492864 	0.1111100532 	0.1111100389 	0.1111100506
	9.2207527982 	0.0114515500 	0.1119258344 	0.1119258194 	0.1119258353
	9.2458615787 	0.0094779439 	0.1126402393 	0.1126402238 	0.1126402435
	9.2709703592 	0.0078529020 	0.1130301702 	0.1130301545 	0.1130301776
	9.2960791398 	0.0065873946 	0.1128796907 	0.1128796750 	0.1128797010
	9.3211879203 	0.0056819473 	0.1120064748 	0.1120064593 	0.1120064876
	9.3462967008 	0.0051295195 	0.1102836835 	0.1102836685 	0.1102836983
	9.3714054813 	0.0049178482 	0.1076547162 	0.1076547020 	0.1076547326
	9.3965142618 	0.0050309964 	0.1041392740 	0.1041392607 	0.1041392914
	9.4216230423 	0.0054500015 	0.0998303318 	0.0998303197 	0.0998303497
	9.4467318228 	0.0061526697 	0.0948827847 	0.0948827739 	0.0948828027
	9.4718406034 	0.0071127027 	0.0894955447 	0.0894955352 	0.0894955622
	9.4969493839 	0.0082984487 	0.0838895895 	0.0838895814 	0.0838896061
	9.5220581644 	0.0096716340 	0.0782848255 	0.0782848186 	0.0782848408
	9.5471669449 	0.0111864439 	0.0728785826 	0.0728785769 	0.0728785964
	9.5722757254 	0.0127892894 	0.0678281651 	0.0678281606 	0.0678281772
	9.5973845059 	0.0144195033 	0.0632391944 	0.0632391909 	0.0632392046
	9.6224932865 	0.0160110901 	0.0591606290 	0.0591606264 	0.0591606374
	9.6476020670 	0.0174954984 	0.0555864584 	0.0555864565 	0.0555864650
	9.6727108475 	0.0188052309 	0.0524632507 	0.0524632494 	0.0524632556
	9.6978196280 	0.0198779665 	0.0497021064 	0.0497021056 	0.0497021098
	9.7229284085 	0.0206607687 	0.0471931825 	0.0471931822 	0.0471931846
	9.7480371890 	0.0211139095 	0.0448208346 	0.0448208345 	0.0448208355
	9.7731459695 	0.0212138560 	0.0424775652 	0.0424775654 	0.0424775653
	9.7982547501 	0.0209550524 	0.0400753199 	0.0400753202 	0.0400753192
	9.8233635306 	0.0203502663 	0.0375531616 	0.0375531620 	0.0375531605
	9.8484723111 	0.0194294409 	0.0348809128 	0.0348809133 	0.0348809114
	9.8735810916 	0.0182371719 	0.0320588862 	0.0320588867 	0.0320588846
	9.8986898721 	0.0168290888 	0.0291142787 	0.0291142792 	0.0291142770
	9.9237986526 	0.0152675392 	0.0260951182 	0.0260951186 	0.0260951165
	9.9489074332 	0.0136170327 	0.0230628151 	0.0230628155 	0.0230628135
	9.9740162137 	0.0119399010 	0.0200843727 	0.0200843731 	0.0200843713
	9.9991249942 	0.0102925664 	0.0172251845 	0.0172251848 	0.0172251832
	10.0242337747 	0.0087227067 	0.0145431210 	0.0145431212 	0.0145431198
	10.0493425552 	0.0072674738 	0.0120843347 	0.0120843349 	0.0120843338
	10.0744513357 	0.0059527860 	0.0098809351 	0.0098809353 	0.0098809343
	10.0995601162 	0.0047935984 	0.0079504360 	0.0079504362 	0.0079504354
	10.1246688968 	0.0037949635 	0.0062966967 	0.0062966968 	0.0062966962
	10.1497776773 	0.0029536439 	0.0049119603 	0.0049119604 	0.0049119599
	10.1748864578 	0.0022600249 	0.0037795562 	0.0037795563 	0.0037795560
	10.1999952383 	0.0017000939 	0.0028768496 	0.0028768496 	0.0028768494
	10.2251040188 	0.0012572948 	0.0021780903 	0.0021780903 	0.0021780902
	10.2502127993 	0.0009141257 	0.0016569002 	0.0016569002 	0.0016569002
	10.2753215798 	0.0006534003 	0.0012882372 	0.0012882372 	0.0012882373
	10.3004303604 	0.0004591528 	0.0010497613 	0.0010497612 	0.0010497614
	10.3255391409 	0.0003172048 	0.0009226021 	0.0009226020 	0.0009226023
	10.3506479214 	0.0002154403 	0.0008915812 	0.0008915811 	0.0008915816
	10.3757567019 	0.0001438529 	0.0009449736 	0.0009449735 	0.0009449741
	10.4008654824 	0.0000944310 	0.0010739118 	0.0010739116 	0.0010739124
	10.4259742629 	0.0000609418 	0.0012715434 	0.0012715432 	0.0012715442
	10.4510830435 	0.0000386653 	0.0015320527 	0.0015320525 	0.0015320537
	10.4761918240 	0.0000241174 	0.0018496524 	0.0018496521 	0.0018496536
	10.5013006045 	0.0000147892 	0.0022176470 	0.0022176467 	0.0022176485
	10.5264093850 	0.0000089159 	0.0026276630 	0.0026276627 	0.0026276647
	10.5515181655 	0.0000052843 	0.0030691237 	0.0030691234 	0.0030691257
	10.5766269460 	0.0000030790 	0.0035290337 	0.0035290334 	0.0035290360
	10.6017357265 	0.0000017638 	0.0039921086 	0.0039921083 	0.0039921112
	10.6268445071 	0.0000009933 	0.0044412559 	0.0044412556 	0.0044412588
	10.6519532876 	0.0000005500 	0.0048583743 	0.0048583740 	0.0048583774
	10.6770620681 	0.0000002993 	0.0052254026 	0.0052254025 	0.0052254060
	10.7021708486 	0.0000001602 	0.0055255166 	0.0055255165 	0.0055255201
	10.7272796291 	0.0000000843 	0.0057443459 	0.0057443460 	0.0057443496
	10.7523884096 	0.0000000436 	0.0058710789 	0.0058710790 	0.0058710826
	10.7774971902 	0.0000000222 	0.0058993257 	0.0058993260 	0.0058993294
	10.8026059707 	0.0000000111 	0.0058276398 	0.0058276401 	0.0058276434
	10.8277147512 	0.0000000054 	0.0056596328 	0.0056596332 	0.0056596362
	10.8528235317 	0.0000000026 	0.0054036686 	0.0054036690 	0.0054036719
	10.8779323122 	0.0000000012 	0.0050721710 	0.0050721716 	0.0050721741
	10.9030410927 	0.0000000006 	0.0046806237 	0.0046806243 	0.0046806266
	10.9281498732 	0.0000000003 	0.0042463734 	0.0042463740 	0.0042463760
	10.9532586538 	0.0000000001 	0.0037873655 	0.0037873662 	0.0037873678
	10.9783674343 	0.0000000001 	0.0033209386 	0.0033209392 	0.0033209406
	11.0034762148 	0.0000000000 	0.0028627870 	0.0028627876 	0.0028627887
	11.0285849953 	0.0000000000 	0.0024261732 	0.0024261738 	0.0024261747
	11.0536937758 	0.0000000000 	0.0020214320 	0.0020214325 	0.0020214332
	11.0788025563 	0.0000000000 	0.0016557740 	0.0016557744 	0.0016557749
	11.1039113369 	0.0000000000 	0.0013333603 	0.0013333607 	0.0013333611
	11.1290201174 	0.0000000000 	0.0010555980 	0.0010555983 	0.0010555986
	11.1541288979 	0.0000000000 	0.0008215882 	0.0008215884 	0.0008215886
	11.1792376784 	0.0000000000 	0.0006286579 	0.0006286581 	0.0006286582
	11.2043464589 	0.0000000000 	0.0004729107 	0.0004729109 	0.0004729110
	11.2294552394 	0.0000000001 	0.0003497426 	0.0003497427 	0.0003497428
	11.2545640199 	0.0000000002 	0.0002542861 	0.0002542862 	0.0002542862
	11.2796728005 	0.0000000004 	0.0001817614 	0.0001817614 	0.0001817615
	11.3047815810 	0.0000000008 	0.0001277280 	0.0001277281 	0.0001277281
	11.3298903615 	0.0000000017 	0.0000882426 	0.0000882426 	0.0000882426
	11.3549991420 	0.0000000033 	0.0000599354 	0.0000599354 	0.0000599354
	11.3801079225 	0.0000000064 	0.0000400238 	0.0000400238 	0.0000400238
	11.4052167030 	0.0000000123 	0.0000262803 	0.0000262803 	0.0000262803
	11.4303254836 	0.0000000232 	0.0000169730 	0.0000169730 	0.0000169730
	11.4554342641 	0.0000000430 	0.0000107922 	0.0000107922 	0.0000107922
	11.4805430446 	0.0000000783 	0.0000067743 	0.0000067743 	0.0000067743
	11.5056518251 	0.0000001401 	0.0000042303 	0.0000042303 	0.0000042303
	11.5307606056 	0.0000002465 	0.0000026842 	0.0000026842 	0.0000026842
	11.5558693861 	0.0000004263 	0.0000018225 	0.0000018225 	0.0000018225
	11.5809781666 	0.0000007248 	0.0000014557 	0.0000014557 	0.0000014557
	11.6060869472 	0.0000012115 	0.0000014920 	0.0000014920 	0.0000014920
	11.6311957277 	0.0000019908 	0.0000019218 	0.0000019218 	0.0000019218
	11.6563045082 	0.0000032163 	0.0000028113 	0.0000028113 	0.0000028113
	11.6814132887 	0.0000051083 	0.0000043054 	0.0000043054 	0.0000043054
	11.7065220692 	0.0000079764 	0.0000066372 	0.0000066372 	0.0000066372
	11.7316308497 	0.0000122444 	0.0000101436 	0.0000101436 	0.0000101436
	11.7567396302 	0.0000184789 	0.0000152852 	0.0000152852 	0.0000152852
	11.7818484108 	0.0000274169 	0.0000226666 	0.0000226666 	0.0000226666
	11.8069571913 	0.0000399912 	0.0000330563 	0.0000330563 	0.0000330563
	11.8320659718 	0.0000573476 	0.0000474000 	0.0000474000 	0.0000474001
	11.8571747523 	0.0000808483 	0.0000668229 	0.0000668229 	0.0000668229
	11.8822835328 	0.0001120550 	0.0000926152 	0.0000926152 	0.0000926152
	11.9073923133 	0.0001526848 	0.0001261961 	0.0001261961 	0.0001261961
	11.9325010939 	0.0002045338 	0.0001690498 	0.0001690498 	0.0001690499
	11.9576098744 	0.0002693636 	0.0002226325 	0.0002226325 	0.0002226325
	11.9827186549 	0.0003487525 	0.0002882484 	0.0002882484 	0.0002882484
	12.0078274354 	0.0004439155 	0.0003669019 	0.0003669019 	0.0003669020
	12.0329362159 	0.0005555049 	0.0004591323 	0.0004591322 	0.0004591323
	12.0580449964 	0.0006834081 	0.0005648464 	0.0005648464 	0.0005648465
	12.0831537769 	0.0008265650 	0.0006831685 	0.0006831685 	0.0006831686
	12.1082625575 	0.0009828306 	0.0008123263 	0.0008123263 	0.0008123264
	12.1333713380 	0.0011489078 	0.0009495959 	0.0009495959 	0.0009495961
	12.1584801185 	0.0013203736 	0.0010913238 	0.0010913238 	0.0010913240
	12.1835888990 	0.0014918117 	0.0012330376 	0.0012330376 	0.0012330378
	12.2086976795 	0.0016570570 	0.0013696495 	0.0013696495 	0.0013696497
	12.2338064600 	0.0018095408 	0.0014957445 	0.0014957445 	0.0014957447
	12.2589152406 	0.0019427149 	0.0016059350 	0.0016059350 	0.0016059351
	12.2840240211 	0.0020505173 	0.0016952537 	0.0016952537 	0.0016952537
	12.3091328016 	0.0021278369 	0.0017595492 	0.0017595493 	0.0017595491
	12.3342415821 	0.0021709298 	0.0017958495 	0.0017958495 	0.0017958490
	12.3593503626 	0.0021777442 	0.0018026582 	0.0018026583 	0.0018026572
	12.3844591431 	0.0021481205 	0.0017801628 	0.0017801630 	0.0017801609
	12.4095679236 	0.0020838471 	0.0017303432 	0.0017303437 	0.0017303398
	12.4346767042 	0.0019885748 	0.0016569869 	0.0016569876 	0.0016569809
	12.4597854847 	0.0018676043 	0.0015656325 	0.0015656337 	0.0015656225
	12.4848942652 	0.0017275839 	0.0014634766 	0.0014634786 	0.0014634602
	12.5100030457 	0.0015761603 	0.0013592848 	0.0013592880 	0.0013592586
	12.5351118262 	0.0014216310 	0.0012633490 	0.0012633541 	0.0012633079
	12.5602206067 	0.0012726440 	0.0011875232 	0.0011875310 	0.0011874598
	12.5853293873 	0.0011379760 	0.0011453518 	0.0011453637 	0.0011452558
	12.6104381678 	0.0010264074 	0.0011522815 	0.0011522992 	0.0011521385
	12.6355469483 	0.0009466887 	0.0012259138 	0.0012259397 	0.0012257046
	12.6606557288 	0.0009075749 	0.0013862271 	0.0013862644 	0.0013859263
	12.6857645093 	0.0009178838 	0.0016556674 	0.0016557201 	0.0016552423
